Date,variable,ppt
4/26/02,Rivendell,0
4/27/02,Rivendell,1.332999945
4/28/02,Rivendell,0.930000007
4/29/02,Rivendell,1.325000048
4/30/02,Rivendell,2.974999905
5/1/02,Rivendell,2.572000027
5/2/02,Rivendell,0
5/3/02,Rivendell,0
5/4/02,Rivendell,0
5/5/02,Rivendell,0
5/6/02,Rivendell,0
5/7/02,Rivendell,0
5/8/02,Rivendell,0
5/9/02,Rivendell,0
5/10/02,Rivendell,0
5/11/02,Rivendell,0
5/12/02,Rivendell,0
5/13/02,Rivendell,0
5/14/02,Rivendell,0
5/15/02,Rivendell,0
5/16/02,Rivendell,0
5/17/02,Rivendell,0
5/18/02,Rivendell,0
5/19/02,Rivendell,0
5/20/02,Rivendell,27.51600075
5/21/02,Rivendell,31.13299942
5/22/02,Rivendell,0.667999983
5/23/02,Rivendell,0
5/24/02,Rivendell,0
5/25/02,Rivendell,0
5/26/02,Rivendell,0
5/27/02,Rivendell,0
5/28/02,Rivendell,4.796000004
5/29/02,Rivendell,0
5/30/02,Rivendell,0
5/31/02,Rivendell,0
6/1/02,Rivendell,0
6/2/02,Rivendell,0
6/3/02,Rivendell,0
6/4/02,Rivendell,0
6/5/02,Rivendell,0
6/6/02,Rivendell,0
6/7/02,Rivendell,0
6/8/02,Rivendell,0
6/9/02,Rivendell,0
6/10/02,Rivendell,0
6/11/02,Rivendell,0
6/12/02,Rivendell,0
6/13/02,Rivendell,0
6/14/02,Rivendell,0
6/15/02,Rivendell,0
6/16/02,Rivendell,0
6/17/02,Rivendell,0
6/18/02,Rivendell,0
6/19/02,Rivendell,0
6/20/02,Rivendell,0
6/21/02,Rivendell,0
6/22/02,Rivendell,0
6/23/02,Rivendell,0
6/24/02,Rivendell,0
6/25/02,Rivendell,0
6/26/02,Rivendell,0
6/27/02,Rivendell,0
6/28/02,Rivendell,0
6/29/02,Rivendell,0
6/30/02,Rivendell,0
7/1/02,Rivendell,0
7/2/02,Rivendell,0
7/3/02,Rivendell,0
7/4/02,Rivendell,0
7/5/02,Rivendell,0
7/6/02,Rivendell,0
7/7/02,Rivendell,0
7/8/02,Rivendell,0
7/9/02,Rivendell,0
7/10/02,Rivendell,0
7/11/02,Rivendell,0
7/12/02,Rivendell,0
7/13/02,Rivendell,0
7/14/02,Rivendell,0
7/15/02,Rivendell,0
7/16/02,Rivendell,0
7/17/02,Rivendell,0
7/18/02,Rivendell,0
7/19/02,Rivendell,0
7/20/02,Rivendell,0
7/21/02,Rivendell,0
7/22/02,Rivendell,0
7/23/02,Rivendell,0
7/24/02,Rivendell,0
7/25/02,Rivendell,0
7/26/02,Rivendell,0
7/27/02,Rivendell,0
7/28/02,Rivendell,0
7/29/02,Rivendell,0
7/30/02,Rivendell,0
7/31/02,Rivendell,0
8/1/02,Rivendell,0
8/2/02,Rivendell,0
8/3/02,Rivendell,0
8/4/02,Rivendell,0
8/5/02,Rivendell,0
8/6/02,Rivendell,0
8/7/02,Rivendell,0
8/8/02,Rivendell,0
8/9/02,Rivendell,0
8/10/02,Rivendell,0
8/11/02,Rivendell,0
8/12/02,Rivendell,0
8/13/02,Rivendell,0
8/14/02,Rivendell,0
8/15/02,Rivendell,0
8/16/02,Rivendell,0
8/17/02,Rivendell,0
8/18/02,Rivendell,0
8/19/02,Rivendell,0
8/20/02,Rivendell,0
8/21/02,Rivendell,0
8/22/02,Rivendell,0
8/23/02,Rivendell,0
8/24/02,Rivendell,0
8/25/02,Rivendell,0
8/26/02,Rivendell,0
8/27/02,Rivendell,0
8/28/02,Rivendell,0
8/29/02,Rivendell,0
8/30/02,Rivendell,0
8/31/02,Rivendell,0
9/1/02,Rivendell,0
9/2/02,Rivendell,0
9/3/02,Rivendell,0
9/4/02,Rivendell,0
9/5/02,Rivendell,0
9/6/02,Rivendell,0
9/7/02,Rivendell,0
9/8/02,Rivendell,0
9/9/02,Rivendell,0
9/10/02,Rivendell,0
9/11/02,Rivendell,0
9/12/02,Rivendell,0
9/13/02,Rivendell,0
9/14/02,Rivendell,0
9/15/02,Rivendell,0
9/16/02,Rivendell,0
9/17/02,Rivendell,0
9/18/02,Rivendell,0
9/19/02,Rivendell,0
9/20/02,Rivendell,0
9/21/02,Rivendell,0
9/22/02,Rivendell,0
9/23/02,Rivendell,0
9/24/02,Rivendell,0
9/25/02,Rivendell,0
9/26/02,Rivendell,0
9/27/02,Rivendell,0
9/28/02,Rivendell,0
9/29/02,Rivendell,0
9/30/02,Rivendell,0
10/1/02,Rivendell,0
10/2/02,Rivendell,0
10/3/02,Rivendell,0
10/4/02,Rivendell,0
10/5/02,Rivendell,0
10/6/02,Rivendell,0
10/7/02,Rivendell,0
10/8/02,Rivendell,0
10/9/02,Rivendell,0
10/10/02,Rivendell,0
10/11/02,Rivendell,0
10/12/02,Rivendell,0
10/13/02,Rivendell,0
10/14/02,Rivendell,0
10/15/02,Rivendell,0
10/16/02,Rivendell,0
10/17/02,Rivendell,0
10/18/02,Rivendell,0
10/19/02,Rivendell,0
10/20/02,Rivendell,0
10/21/02,Rivendell,0
10/22/02,Rivendell,0
10/23/02,Rivendell,0
10/24/02,Rivendell,0
10/25/02,Rivendell,0.654999971
10/26/02,Rivendell,0
10/27/02,Rivendell,0
10/28/02,Rivendell,0
10/29/02,Rivendell,0
10/30/02,Rivendell,0
10/31/02,Rivendell,0
11/1/02,Rivendell,0
11/2/02,Rivendell,0
11/3/02,Rivendell,0
11/4/02,Rivendell,0
11/5/02,Rivendell,0
11/6/02,Rivendell,0
11/7/02,Rivendell,16.91699982
11/8/02,Rivendell,69.18099976
11/9/02,Rivendell,36.22800064
11/10/02,Rivendell,18.70999908
11/11/02,Rivendell,21.14900017
11/12/02,Rivendell,2.602999926
11/13/02,Rivendell,16.68700027
11/14/02,Rivendell,0
11/15/02,Rivendell,0
11/16/02,Rivendell,0.048999999
11/17/02,Rivendell,3.275000095
11/18/02,Rivendell,0
11/19/02,Rivendell,0
11/20/02,Rivendell,0
11/21/02,Rivendell,0
11/22/02,Rivendell,0
11/23/02,Rivendell,0
11/24/02,Rivendell,0
11/25/02,Rivendell,0
11/26/02,Rivendell,0
11/27/02,Rivendell,0
11/28/02,Rivendell,0
11/29/02,Rivendell,0
11/30/02,Rivendell,0
12/1/02,Rivendell,0
12/2/02,Rivendell,0
12/3/02,Rivendell,0.379999995
12/4/02,Rivendell,6.372000217
12/5/02,Rivendell,6.690999985
12/6/02,Rivendell,0
12/7/02,Rivendell,0
12/8/02,Rivendell,0
12/9/02,Rivendell,2.286999941
12/10/02,Rivendell,34.75899887
12/11/02,Rivendell,18.12199974
12/12/02,Rivendell,1.952000022
12/13/02,Rivendell,37.5
12/14/02,Rivendell,199.878006
12/15/02,Rivendell,127.5319977
12/16/02,Rivendell,182.2250061
12/17/02,Rivendell,63.56100082
12/18/02,Rivendell,21.32500076
12/19/02,Rivendell,17.12800026
12/20/02,Rivendell,59.82099915
12/21/02,Rivendell,54.12900162
12/22/02,Rivendell,3.438999891
12/23/02,Rivendell,0
12/24/02,Rivendell,3.924999952
12/25/02,Rivendell,1.998000026
12/26/02,Rivendell,21.13999939
12/27/02,Rivendell,66.72699738
12/28/02,Rivendell,168.6799927
12/29/02,Rivendell,73.73100281
12/30/02,Rivendell,21.57500076
12/31/02,Rivendell,123.9430008
1/1/03,Rivendell,19.2670002
1/2/03,Rivendell,0
1/3/03,Rivendell,18.20800018
1/4/03,Rivendell,2.607000113
1/5/03,Rivendell,6.000999928
1/6/03,Rivendell,0
1/7/03,Rivendell,0
1/8/03,Rivendell,0
1/9/03,Rivendell,1.14199996
1/10/03,Rivendell,12.51200008
1/11/03,Rivendell,69.99199677
1/12/03,Rivendell,49.29499817
1/13/03,Rivendell,77.09799957
1/14/03,Rivendell,42.44800186
1/15/03,Rivendell,1.876000047
1/16/03,Rivendell,0
1/17/03,Rivendell,0
1/18/03,Rivendell,0
1/19/03,Rivendell,0
1/20/03,Rivendell,0
1/21/03,Rivendell,5.534999847
1/22/03,Rivendell,8.37899971
1/23/03,Rivendell,72.47599792
1/24/03,Rivendell,1.768000007
1/25/03,Rivendell,35.50400162
1/26/03,Rivendell,0
1/27/03,Rivendell,7.53000021
1/28/03,Rivendell,8.402000427
1/29/03,Rivendell,0
1/30/03,Rivendell,2.947999954
1/31/03,Rivendell,0
2/1/03,Rivendell,3.312000036
2/2/03,Rivendell,1.699000001
2/3/03,Rivendell,0
2/4/03,Rivendell,0
2/5/03,Rivendell,0
2/6/03,Rivendell,0
2/7/03,Rivendell,0
2/8/03,Rivendell,0
2/9/03,Rivendell,0
2/10/03,Rivendell,0
2/11/03,Rivendell,0
2/12/03,Rivendell,0
2/13/03,Rivendell,15.41899967
2/14/03,Rivendell,9.909999847
2/15/03,Rivendell,2.575999975
2/16/03,Rivendell,94.46700287
2/17/03,Rivendell,24.42099953
2/18/03,Rivendell,2.078999996
2/19/03,Rivendell,8.001000404
2/20/03,Rivendell,16.08300018
2/21/03,Rivendell,0
2/22/03,Rivendell,0
2/23/03,Rivendell,0
2/24/03,Rivendell,0
2/25/03,Rivendell,1.110999942
2/26/03,Rivendell,0
2/27/03,Rivendell,5.972000122
2/28/03,Rivendell,0
3/1/03,Rivendell,0
3/2/03,Rivendell,0
3/3/03,Rivendell,0
3/4/03,Rivendell,0
3/5/03,Rivendell,0
3/6/03,Rivendell,0
3/7/03,Rivendell,0
3/8/03,Rivendell,0
3/9/03,Rivendell,0
3/10/03,Rivendell,5.191999912
3/11/03,Rivendell,2.982000113
3/12/03,Rivendell,3.332000017
3/13/03,Rivendell,2.696000099
3/14/03,Rivendell,43.42300034
3/15/03,Rivendell,53.61399841
3/16/03,Rivendell,10.61400032
3/17/03,Rivendell,4.724999905
3/18/03,Rivendell,0
3/19/03,Rivendell,2.832000017
3/20/03,Rivendell,15.57499981
3/21/03,Rivendell,1.351999998
3/22/03,Rivendell,1.277999997
3/23/03,Rivendell,30.36000061
3/24/03,Rivendell,7.229000092
3/25/03,Rivendell,8.293000221
3/26/03,Rivendell,20.97800064
3/27/03,Rivendell,5.342999935
3/28/03,Rivendell,0
3/29/03,Rivendell,0
3/30/03,Rivendell,0
3/31/03,Rivendell,0
4/1/03,Rivendell,0.458999991
4/2/03,Rivendell,9.18200016
4/3/03,Rivendell,9.269000053
4/4/03,Rivendell,32.13899994
4/5/03,Rivendell,3.46600008
4/6/03,Rivendell,4.739999771
4/7/03,Rivendell,10.19999981
4/8/03,Rivendell,0
4/9/03,Rivendell,0
4/10/03,Rivendell,0.432000011
4/11/03,Rivendell,0.675000012
4/12/03,Rivendell,14.28999996
4/13/03,Rivendell,52.01800156
4/14/03,Rivendell,26.20199966
4/15/03,Rivendell,6.699999809
4/16/03,Rivendell,9.711999893
4/17/03,Rivendell,12.12699986
4/18/03,Rivendell,0.340999991
4/19/03,Rivendell,0
4/20/03,Rivendell,0
4/21/03,Rivendell,0.442000002
4/22/03,Rivendell,24.72299957
4/23/03,Rivendell,1.671000004
4/24/03,Rivendell,59.61299896
4/25/03,Rivendell,15.38799953
4/26/03,Rivendell,42.76399994
4/27/03,Rivendell,7.90899992
4/28/03,Rivendell,18.63599968
4/29/03,Rivendell,80.86299896
4/30/03,Rivendell,37.4980011
5/1/03,Rivendell,8.532999992
5/2/03,Rivendell,0
5/3/03,Rivendell,9.763999939
5/4/03,Rivendell,9.074000359
5/5/03,Rivendell,7.039999962
5/6/03,Rivendell,0
5/7/03,Rivendell,0.703000009
5/8/03,Rivendell,1.01699996
5/9/03,Rivendell,5.028999805
5/10/03,Rivendell,0
5/11/03,Rivendell,0
5/12/03,Rivendell,0
5/13/03,Rivendell,0
5/14/03,Rivendell,0
5/15/03,Rivendell,0
5/16/03,Rivendell,0
5/17/03,Rivendell,0
5/18/03,Rivendell,0
5/19/03,Rivendell,0
5/20/03,Rivendell,0
5/21/03,Rivendell,0
5/22/03,Rivendell,0
5/23/03,Rivendell,0
5/24/03,Rivendell,0
5/25/03,Rivendell,0
5/26/03,Rivendell,0
5/27/03,Rivendell,0
5/28/03,Rivendell,0
5/29/03,Rivendell,0
5/30/03,Rivendell,0
5/31/03,Rivendell,0
6/1/03,Rivendell,0
6/2/03,Rivendell,0
6/3/03,Rivendell,0
6/4/03,Rivendell,0
6/5/03,Rivendell,0
6/6/03,Rivendell,0
6/7/03,Rivendell,0
6/8/03,Rivendell,0
6/9/03,Rivendell,0
6/10/03,Rivendell,0
6/11/03,Rivendell,0
6/12/03,Rivendell,0
6/13/03,Rivendell,0
6/14/03,Rivendell,0
6/15/03,Rivendell,0
6/16/03,Rivendell,0
6/17/03,Rivendell,0
6/18/03,Rivendell,0
6/19/03,Rivendell,0
6/20/03,Rivendell,0
6/21/03,Rivendell,0
6/22/03,Rivendell,0
6/23/03,Rivendell,0
6/24/03,Rivendell,0
6/25/03,Rivendell,0
6/26/03,Rivendell,0
6/27/03,Rivendell,0
6/28/03,Rivendell,0
6/29/03,Rivendell,0
6/30/03,Rivendell,0
7/1/03,Rivendell,0
7/2/03,Rivendell,0
7/3/03,Rivendell,0
7/4/03,Rivendell,0
7/5/03,Rivendell,0
7/6/03,Rivendell,0
7/7/03,Rivendell,0
7/8/03,Rivendell,0
7/9/03,Rivendell,0
7/10/03,Rivendell,0
7/11/03,Rivendell,0
7/12/03,Rivendell,0
7/13/03,Rivendell,0.328000009
7/14/03,Rivendell,0
7/15/03,Rivendell,0
7/16/03,Rivendell,0
7/17/03,Rivendell,0
7/18/03,Rivendell,0
7/19/03,Rivendell,0
7/20/03,Rivendell,0
7/21/03,Rivendell,0
7/22/03,Rivendell,0
7/23/03,Rivendell,0
7/24/03,Rivendell,0
7/25/03,Rivendell,0
7/26/03,Rivendell,0
7/27/03,Rivendell,0
7/28/03,Rivendell,0
7/29/03,Rivendell,0
7/30/03,Rivendell,0
7/31/03,Rivendell,0
8/1/03,Rivendell,0
8/2/03,Rivendell,0.845000029
8/3/03,Rivendell,1.411000013
8/4/03,Rivendell,0
8/5/03,Rivendell,0
8/6/03,Rivendell,0
8/7/03,Rivendell,0
8/8/03,Rivendell,0
8/9/03,Rivendell,0
8/10/03,Rivendell,0
8/11/03,Rivendell,0
8/12/03,Rivendell,0
8/13/03,Rivendell,0
8/14/03,Rivendell,0
8/15/03,Rivendell,0
8/16/03,Rivendell,0
8/17/03,Rivendell,0
8/18/03,Rivendell,0
8/19/03,Rivendell,0
8/20/03,Rivendell,0
8/21/03,Rivendell,0
8/22/03,Rivendell,0
8/23/03,Rivendell,0
8/24/03,Rivendell,0
8/25/03,Rivendell,0
8/26/03,Rivendell,0
8/27/03,Rivendell,0
8/28/03,Rivendell,0
8/29/03,Rivendell,0
8/30/03,Rivendell,0
8/31/03,Rivendell,0
9/1/03,Rivendell,0
9/2/03,Rivendell,0
9/3/03,Rivendell,0
9/4/03,Rivendell,2.069999933
9/5/03,Rivendell,0
9/6/03,Rivendell,0
9/7/03,Rivendell,0
9/8/03,Rivendell,0
9/9/03,Rivendell,0
9/10/03,Rivendell,3.562000036
9/11/03,Rivendell,0
9/12/03,Rivendell,0
9/13/03,Rivendell,0
9/14/03,Rivendell,0
9/15/03,Rivendell,0
9/16/03,Rivendell,0
9/17/03,Rivendell,0
9/18/03,Rivendell,0
9/19/03,Rivendell,0
9/20/03,Rivendell,0
9/21/03,Rivendell,0
9/22/03,Rivendell,0
9/23/03,Rivendell,0
9/24/03,Rivendell,0
9/25/03,Rivendell,0
9/26/03,Rivendell,0
9/27/03,Rivendell,0
9/28/03,Rivendell,0
9/29/03,Rivendell,0
9/30/03,Rivendell,0
10/1/03,Rivendell,0
10/2/03,Rivendell,0
10/3/03,Rivendell,0
10/4/03,Rivendell,0
10/5/03,Rivendell,0
10/6/03,Rivendell,0
10/7/03,Rivendell,0
10/8/03,Rivendell,0
10/9/03,Rivendell,0
10/10/03,Rivendell,0
10/11/03,Rivendell,0
10/12/03,Rivendell,0
10/13/03,Rivendell,0
10/14/03,Rivendell,0
10/15/03,Rivendell,0
10/16/03,Rivendell,0
10/17/03,Rivendell,0
10/18/03,Rivendell,0
10/19/03,Rivendell,0
10/20/03,Rivendell,0
10/21/03,Rivendell,0
10/22/03,Rivendell,0
10/23/03,Rivendell,0
10/24/03,Rivendell,0
10/25/03,Rivendell,0
10/26/03,Rivendell,0
10/27/03,Rivendell,0
10/28/03,Rivendell,0
10/29/03,Rivendell,0
10/30/03,Rivendell,0.551999986
10/31/03,Rivendell,2.686000109
11/1/03,Rivendell,0
11/2/03,Rivendell,0.874000013
11/3/03,Rivendell,13.88399982
11/4/03,Rivendell,0
11/5/03,Rivendell,2.684999943
11/6/03,Rivendell,1.330000043
11/7/03,Rivendell,10.93200016
11/8/03,Rivendell,33.52199936
11/9/03,Rivendell,30.02799988
11/10/03,Rivendell,37.49300003
11/11/03,Rivendell,0
11/12/03,Rivendell,0
11/13/03,Rivendell,0
11/14/03,Rivendell,3.802999973
11/15/03,Rivendell,38.58000183
11/16/03,Rivendell,19.74600029
11/17/03,Rivendell,9.845999718
11/18/03,Rivendell,0.690999985
11/19/03,Rivendell,0
11/20/03,Rivendell,2.250999928
11/21/03,Rivendell,0
11/22/03,Rivendell,0.280999988
11/23/03,Rivendell,0
11/24/03,Rivendell,0
11/25/03,Rivendell,0.635999978
11/26/03,Rivendell,1.526000023
11/27/03,Rivendell,0
11/28/03,Rivendell,0.02
11/29/03,Rivendell,7.929999828
11/30/03,Rivendell,30.04299927
12/1/03,Rivendell,11.10900021
12/2/03,Rivendell,28.78700066
12/3/03,Rivendell,11.57900047
12/4/03,Rivendell,2.072000027
12/5/03,Rivendell,35.27899933
12/6/03,Rivendell,59.25099945
12/7/03,Rivendell,71.27899933
12/8/03,Rivendell,9.472000122
12/9/03,Rivendell,1.20599997
12/10/03,Rivendell,30.99300003
12/11/03,Rivendell,24.03000069
12/12/03,Rivendell,12.50199986
12/13/03,Rivendell,79.18599701
12/14/03,Rivendell,82.39600372
12/15/03,Rivendell,20.77400017
12/16/03,Rivendell,0
12/17/03,Rivendell,0
12/18/03,Rivendell,0
12/19/03,Rivendell,1.251000047
12/20/03,Rivendell,31.73999977
12/21/03,Rivendell,6.334000111
12/22/03,Rivendell,0
12/23/03,Rivendell,1.860999942
12/24/03,Rivendell,40.94200134
12/25/03,Rivendell,32.74700165
12/26/03,Rivendell,9.237999916
12/27/03,Rivendell,0
12/28/03,Rivendell,0.873000026
12/29/03,Rivendell,82.36199951
12/30/03,Rivendell,79.21099854
12/31/03,Rivendell,0.226999998
1/1/04,Rivendell,64.09100342
1/2/04,Rivendell,82.04499817
1/3/04,Rivendell,11.40999985
1/4/04,Rivendell,2.506000042
1/5/04,Rivendell,0
1/6/04,Rivendell,0.270999998
1/7/04,Rivendell,4.631999969
1/8/04,Rivendell,8.397000313
1/9/04,Rivendell,29.84900093
1/10/04,Rivendell,36.52899933
1/11/04,Rivendell,6.887000084
1/12/04,Rivendell,0.514999986
1/13/04,Rivendell,10.28899956
1/14/04,Rivendell,13.06599998
1/15/04,Rivendell,6.828999996
1/16/04,Rivendell,0.958000004
1/17/04,Rivendell,0
1/18/04,Rivendell,0
1/19/04,Rivendell,0.004
1/20/04,Rivendell,8.638999939
1/21/04,Rivendell,9.423999786
1/22/04,Rivendell,9.168999672
1/23/04,Rivendell,0.191
1/24/04,Rivendell,10.35000038
1/25/04,Rivendell,12.44200039
1/26/04,Rivendell,0.037999999
1/27/04,Rivendell,21.69799995
1/28/04,Rivendell,37.55699921
1/29/04,Rivendell,2.305000067
1/30/04,Rivendell,11.76200008
1/31/04,Rivendell,6.718999863
2/1/04,Rivendell,3.921999931
2/2/04,Rivendell,13.54100037
2/3/04,Rivendell,56.24599838
2/4/04,Rivendell,13.77299976
2/5/04,Rivendell,0
2/6/04,Rivendell,0.552999973
2/7/04,Rivendell,19.14599991
2/8/04,Rivendell,0
2/9/04,Rivendell,0
2/10/04,Rivendell,0
2/11/04,Rivendell,0
2/12/04,Rivendell,0
2/13/04,Rivendell,5.652999878
2/14/04,Rivendell,23.55500031
2/15/04,Rivendell,26.17399979
2/16/04,Rivendell,39.87900162
2/17/04,Rivendell,105.3970032
2/18/04,Rivendell,69.93000031
2/19/04,Rivendell,15.375
2/20/04,Rivendell,2.746000051
2/21/04,Rivendell,0
2/22/04,Rivendell,6.427999973
2/23/04,Rivendell,6.124000072
2/24/04,Rivendell,14.0170002
2/25/04,Rivendell,25.00099945
2/26/04,Rivendell,95.95800018
2/27/04,Rivendell,35.36800003
2/28/04,Rivendell,12.54399967
2/29/04,Rivendell,0
3/1/04,Rivendell,10.86699963
3/2/04,Rivendell,5.188000202
3/3/04,Rivendell,0
3/4/04,Rivendell,0
3/5/04,Rivendell,0
3/6/04,Rivendell,0
3/7/04,Rivendell,0
3/8/04,Rivendell,0
3/9/04,Rivendell,0
3/10/04,Rivendell,0
3/11/04,Rivendell,0
3/12/04,Rivendell,0
3/13/04,Rivendell,0
3/14/04,Rivendell,0
3/15/04,Rivendell,0
3/16/04,Rivendell,0
3/17/04,Rivendell,0
3/18/04,Rivendell,0
3/19/04,Rivendell,0
3/20/04,Rivendell,0
3/21/04,Rivendell,0
3/22/04,Rivendell,0
3/23/04,Rivendell,0
3/24/04,Rivendell,0
3/25/04,Rivendell,9.770000458
3/26/04,Rivendell,44.43999863
3/27/04,Rivendell,22.13299942
3/28/04,Rivendell,0.654999971
3/29/04,Rivendell,5.986000061
3/30/04,Rivendell,5.264999866
3/31/04,Rivendell,4.768000126
4/1/04,Rivendell,0
4/2/04,Rivendell,0
4/3/04,Rivendell,0
4/4/04,Rivendell,0
4/5/04,Rivendell,0
4/6/04,Rivendell,0
4/7/04,Rivendell,0
4/8/04,Rivendell,0
4/9/04,Rivendell,0
4/10/04,Rivendell,0
4/11/04,Rivendell,0
4/12/04,Rivendell,0
4/13/04,Rivendell,1.44599998
4/14/04,Rivendell,4.109000206
4/15/04,Rivendell,13.68999958
4/16/04,Rivendell,4.472000122
4/17/04,Rivendell,1.455000043
4/18/04,Rivendell,3.862999916
4/19/04,Rivendell,10.03299999
4/20/04,Rivendell,21.72999954
4/21/04,Rivendell,36.18999863
4/22/04,Rivendell,8.069999695
4/23/04,Rivendell,0
4/24/04,Rivendell,0
4/25/04,Rivendell,0
4/26/04,Rivendell,0
4/27/04,Rivendell,0
4/28/04,Rivendell,0
4/29/04,Rivendell,0
4/30/04,Rivendell,0
5/1/04,Rivendell,0
5/2/04,Rivendell,0
5/3/04,Rivendell,0
5/4/04,Rivendell,0
5/5/04,Rivendell,0
5/6/04,Rivendell,0
5/7/04,Rivendell,0.638999999
5/8/04,Rivendell,2.382999897
5/9/04,Rivendell,0
5/10/04,Rivendell,0
5/11/04,Rivendell,0
5/12/04,Rivendell,0
5/13/04,Rivendell,0
5/14/04,Rivendell,0
5/15/04,Rivendell,0
5/16/04,Rivendell,0
5/17/04,Rivendell,0
5/18/04,Rivendell,2.052999973
5/19/04,Rivendell,0
5/20/04,Rivendell,0
5/21/04,Rivendell,0
5/22/04,Rivendell,0
5/23/04,Rivendell,0
5/24/04,Rivendell,0
5/25/04,Rivendell,0
5/26/04,Rivendell,0
5/27/04,Rivendell,0
5/28/04,Rivendell,1.881000042
5/29/04,Rivendell,0.967000008
5/30/04,Rivendell,0
5/31/04,Rivendell,0
6/1/04,Rivendell,0
6/2/04,Rivendell,0
6/3/04,Rivendell,0
6/4/04,Rivendell,0
6/5/04,Rivendell,0
6/6/04,Rivendell,0
6/7/04,Rivendell,0
6/8/04,Rivendell,0
6/9/04,Rivendell,0.294999987
6/10/04,Rivendell,0
6/11/04,Rivendell,0
6/12/04,Rivendell,0
6/13/04,Rivendell,0
6/14/04,Rivendell,0
6/15/04,Rivendell,0
6/16/04,Rivendell,0
6/17/04,Rivendell,0
6/18/04,Rivendell,0
6/19/04,Rivendell,0
6/20/04,Rivendell,0
6/21/04,Rivendell,0
6/22/04,Rivendell,0
6/23/04,Rivendell,0
6/24/04,Rivendell,0
6/25/04,Rivendell,0
6/26/04,Rivendell,0
6/27/04,Rivendell,0
6/28/04,Rivendell,0
6/29/04,Rivendell,0
