,id,prism_ppt,prism_tmean,prism_tmin,prism_tmax,prism_tdmean,prism_vpdmin,prism_vpdmax,q_cfs,q_m3day,q_m,q_mm
71,1998-07-04,,,,,,,,57.0,139473.2370433305,0.0004682027606773043,0.4682027606773043
72,1998-07-05,,,,,,,,54.0,132132.54035683942,0.00044356051011534093,0.4435605101153409
73,1998-07-06,,,,,,,,51.0,124791.84367034833,0.0004189182595533775,0.41891825955337747
74,1998-07-07,,,,,,,,48.0,117451.14698385725,0.0003942760089914141,0.39427600899141413
75,1998-07-08,,,,,,,,47.0,115004.24808836023,0.00038606192547075964,0.3860619254707596
76,1998-07-09,,,,,,,,45.0,110110.45029736617,0.0003696337584294507,0.36963375842945073
77,1998-07-10,,,,,,,,45.0,110110.45029736617,0.0003696337584294507,0.36963375842945073
78,1998-07-11,,,,,,,,44.0,107663.55140186915,0.00036141967490879625,0.36141967490879623
79,1998-07-12,,,,,,,,42.0,102769.7536108751,0.0003449915078674873,0.34499150786748733
80,1998-07-13,,,,,,,,39.0,95429.05692438401,0.00032034925730552394,0.32034925730552394
81,1998-07-14,,,,,,,,38.0,92982.15802888699,0.0003121351737848695,0.3121351737848695
82,1998-07-15,,,,,,,,36.0,88088.36023789294,0.00029570700674356055,0.29570700674356054
83,1998-07-16,,,,,,,,34.0,83194.5624468989,0.0002792788397022517,0.2792788397022517
84,1998-07-17,,,,,,,,33.0,80747.66355140187,0.0002710647561815972,0.2710647561815972
85,1998-07-18,,,,,,,,32.0,78300.76465590484,0.00026285067266094275,0.26285067266094275
86,1998-07-19,,,,,,,,31.0,75853.86576040782,0.0002546365891402883,0.2546365891402883
87,1998-07-20,,,,,,,,28.0,68513.16907391674,0.00022999433857832493,0.22999433857832494
88,1998-07-21,,,,,,,,28.0,68513.16907391674,0.00022999433857832493,0.22999433857832494
89,1998-07-22,,,,,,,,27.0,66066.27017841971,0.00022178025505767047,0.22178025505767046
90,1998-07-23,,,,,,,,26.0,63619.37128292268,0.00021356617153701598,0.213566171537016
91,1998-07-24,,,,,,,,27.0,66066.27017841971,0.00022178025505767047,0.22178025505767046
92,1998-07-25,,,,,,,,25.0,61172.47238742565,0.00020535208801636151,0.2053520880163615
93,1998-07-26,,,,,,,,22.0,53831.77570093457,0.00018070983745439813,0.18070983745439811
94,1998-07-27,,,,,,,,22.0,53831.77570093457,0.00018070983745439813,0.18070983745439811
95,1998-07-28,,,,,,,,20.0,48937.97790994052,0.0001642816704130892,0.1642816704130892
96,1998-07-29,,,,,,,,20.0,48937.97790994052,0.0001642816704130892,0.1642816704130892
97,1998-07-30,,,,,,,,19.0,46491.079014443494,0.00015606758689243474,0.15606758689243475
98,1998-07-31,,,,,,,,20.0,48937.97790994052,0.0001642816704130892,0.1642816704130892
99,1998-08-01,,,,,,,,20.0,48937.97790994052,0.0001642816704130892,0.1642816704130892
100,1998-08-02,,,,,,,,19.0,46491.079014443494,0.00015606758689243474,0.15606758689243475
101,1998-08-03,,,,,,,,18.0,44044.18011894647,0.00014785350337178028,0.14785350337178027
102,1998-08-04,,,,,,,,17.0,41597.28122344945,0.00013963941985112584,0.13963941985112585
103,1998-08-05,,,,,,,,16.0,39150.38232795242,0.00013142533633047138,0.13142533633047138
104,1998-08-06,,,,,,,,13.0,31809.68564146134,0.00010678308576850799,0.106783085768508
105,1998-08-07,,,,,,,,13.0,31809.68564146134,0.00010678308576850799,0.106783085768508
106,1998-08-08,,,,,,,,11.0,26915.887850467287,9.035491872719906e-05,0.09035491872719906
107,1998-08-09,,,,,,,,12.0,29362.786745964313,9.856900224785353e-05,0.09856900224785353
108,1998-08-10,,,,,,,,13.0,31809.68564146134,0.00010678308576850799,0.106783085768508
109,1998-08-11,,,,,,,,13.0,31809.68564146134,0.00010678308576850799,0.106783085768508
110,1998-08-12,,,,,,,,13.0,31809.68564146134,0.00010678308576850799,0.106783085768508
111,1998-08-13,,,,,,,,10.0,24468.98895497026,8.21408352065446e-05,0.0821408352065446
112,1998-08-14,,,,,,,,9.4,23000.849617672047,7.721238509415194e-05,0.07721238509415194
113,1998-08-15,,,,,,,,10.0,24468.98895497026,8.21408352065446e-05,0.0821408352065446
114,1998-08-16,,,,,,,,9.1,22266.779949022937,7.47481600379556e-05,0.07474816003795559
115,1998-08-17,,,,,,,,7.6,18596.431605777398,6.24270347569739e-05,0.0624270347569739
116,1998-08-18,,,,,,,,10.0,24468.98895497026,8.21408352065446e-05,0.0821408352065446
117,1998-08-19,,,,,,,,9.4,23000.849617672047,7.721238509415194e-05,0.07721238509415194
118,1998-08-20,,,,,,,,8.6,21043.330501274424,7.064111827762836e-05,0.07064111827762837
119,1998-08-21,,,,,,,,8.4,20553.95072217502,6.899830157349748e-05,0.06899830157349747
120,1998-08-22,,,,,,,,8.1,19819.88105352591,6.653407651730113e-05,0.06653407651730113
121,1998-08-23,,,,,,,,7.6,18596.431605777398,6.24270347569739e-05,0.0624270347569739
122,1998-08-24,,,,,,,,7.3,17862.36193712829,5.996280970077756e-05,0.05996280970077756
123,1998-08-25,,,,,,,,7.4,18107.051826677995,6.0784218052843013e-05,0.060784218052843016
124,1998-08-26,,,,,,,,6.9,16883.60237892948,5.667717629251578e-05,0.056677176292515785
125,1998-08-27,,,,,,,,7.3,17862.36193712829,5.996280970077756e-05,0.05996280970077756
126,1998-08-28,,,,,,,,6.8,16638.912489379778,5.585576794045034e-05,0.055855767940450336
127,1998-08-29,,,,,,,,6.4,15660.152931180968,5.257013453218855e-05,0.05257013453218855
128,1998-08-30,,,,,,,,5.9,14436.703483432457,4.8463092771861326e-05,0.048463092771861324
129,1998-08-31,,,,,,,,5.3,12968.564146134238,4.3534642659468644e-05,0.043534642659468645
130,1998-09-01,,,,,,,,6.8,16638.912489379778,5.585576794045034e-05,0.055855767940450336
131,1998-09-02,,,,,,,,7.5,18351.741716227698,6.160562640490846e-05,0.06160562640490846
132,1998-09-03,,,,,,,,6.8,16638.912489379778,5.585576794045034e-05,0.055855767940450336
133,1998-09-04,,,,,,,,6.4,15660.152931180968,5.257013453218855e-05,0.05257013453218855
134,1998-09-05,,,,,,,,6.3,15415.463041631265,5.174872618012311e-05,0.051748726180123106
135,1998-09-06,,,,,,,,8.5,20798.640611724724,6.981970992556292e-05,0.06981970992556293
136,1998-09-07,,,,,,,,9.2,22511.469838572637,7.556956839002102e-05,0.07556956839002102
137,1998-09-08,,,,,,,,7.6,18596.431605777398,6.24270347569739e-05,0.0624270347569739
138,1998-09-09,,,,,,,,6.4,15660.152931180968,5.257013453218855e-05,0.05257013453218855
139,1998-09-10,,,,,,,,7.2,17617.672047578588,5.914140134871212e-05,0.05914140134871212
140,1998-09-11,,,,,,,,7.1,17372.982158028884,5.831999299664667e-05,0.05831999299664667
141,1998-09-12,,,,,,,,7.3,17862.36193712829,5.996280970077756e-05,0.05996280970077756
142,1998-09-13,,,,,,,,6.5,15904.84282073067,5.3391542884253994e-05,0.053391542884254
143,1998-09-14,,,,,,,,8.0,19575.19116397621,6.571266816523569e-05,0.06571266816523569
144,1998-09-15,,,,,,,,7.3,17862.36193712829,5.996280970077756e-05,0.05996280970077756
145,1998-09-16,,,,,,,,5.6,13702.633814783345,4.5998867715664975e-05,0.04599886771566498
146,1998-09-17,,,,,,,,4.9,11989.80458793543,4.0249009251206863e-05,0.04024900925120686
147,1998-09-18,,,,,,,,4.5,11011.045029736617,3.696337584294507e-05,0.03696337584294507
148,1998-09-19,,,,,,,,4.9,11989.80458793543,4.0249009251206863e-05,0.04024900925120686
149,1998-09-20,,,,,,,,5.2,12723.874256584537,4.27132343074032e-05,0.0427132343074032
150,1998-09-21,,,,,,,,5.2,12723.874256584537,4.27132343074032e-05,0.0427132343074032
151,1998-09-22,,,,,,,,5.7,13947.32370433305,4.682027606773043e-05,0.04682027606773043
152,1998-09-23,,,,,,,,5.9,14436.703483432457,4.8463092771861326e-05,0.048463092771861324
153,1998-09-24,,,,,,,,3.7,9053.525913338997,3.0392109026421507e-05,0.030392109026421508
154,1998-09-25,,,,,,,,3.5,8564.146134239592,2.8749292322290616e-05,0.028749292322290617
155,1998-09-26,,,,,,,,4.7,11500.424808836024,3.860619254707597e-05,0.03860619254707597
156,1998-09-27,,,,,,,,7.3,17862.36193712829,5.996280970077756e-05,0.05996280970077756
157,1998-09-28,,,,,,,,8.7,21288.020390824124,7.14625266296938e-05,0.0714625266296938
158,1998-09-29,,,,,,,,10.0,24468.98895497026,8.21408352065446e-05,0.0821408352065446
159,1998-09-30,,,,,,,,9.4,23000.849617672047,7.721238509415194e-05,0.07721238509415194
160,1998-10-01,,,,,,,,9.2,22511.469838572637,7.556956839002102e-05,0.07556956839002102
161,1998-10-02,,,,,,,,9.7,23734.91928632115,7.967661015034826e-05,0.07967661015034826
162,1998-10-03,,,,,,,,9.7,23734.91928632115,7.967661015034826e-05,0.07967661015034826
163,1998-10-04,,,,,,,,9.4,23000.849617672047,7.721238509415194e-05,0.07721238509415194
164,1998-10-05,,,,,,,,8.5,20798.640611724724,6.981970992556292e-05,0.06981970992556293
165,1998-10-06,,,,,,,,7.9,19330.501274426508,6.489125981317024e-05,0.06489125981317025
166,1998-10-07,,,,,,,,7.7,18841.1214953271,6.324844310903934e-05,0.06324844310903935
167,1998-10-08,,,,,,,,7.2,17617.672047578588,5.914140134871212e-05,0.05914140134871212
168,1998-10-09,,,,,,,,5.3,12968.564146134238,4.3534642659468644e-05,0.043534642659468645
169,1998-10-10,,,,,,,,5.5,13457.943925233643,4.517745936359953e-05,0.04517745936359953
170,1998-10-11,,,,,,,,5.6,13702.633814783345,4.5998867715664975e-05,0.04599886771566498
171,1998-10-12,,,,,,,,6.4,15660.152931180968,5.257013453218855e-05,0.05257013453218855
172,1998-10-13,,,,,,,,7.4,18107.051826677995,6.0784218052843013e-05,0.060784218052843016
173,1998-10-14,,,,,,,,7.1,17372.982158028884,5.831999299664667e-05,0.05831999299664667
174,1998-10-15,,,,,,,,7.2,17617.672047578588,5.914140134871212e-05,0.05914140134871212
175,1998-10-16,,,,,,,,5.0,12234.49447748513,4.10704176032723e-05,0.0410704176032723
176,1998-10-17,,,,,,,,5.9,14436.703483432457,4.8463092771861326e-05,0.048463092771861324
177,1998-10-18,,,,,,,,5.7,13947.32370433305,4.682027606773043e-05,0.04682027606773043
178,1998-10-19,,,,,,,,5.7,13947.32370433305,4.682027606773043e-05,0.04682027606773043
179,1998-10-20,,,,,,,,5.4,13213.254035683944,4.4356051011534095e-05,0.044356051011534094
180,1998-10-21,,,,,,,,5.7,13947.32370433305,4.682027606773043e-05,0.04682027606773043
181,1998-10-22,,,,,,,,5.4,13213.254035683944,4.4356051011534095e-05,0.044356051011534094
182,1998-10-23,,,,,,,,5.5,13457.943925233643,4.517745936359953e-05,0.04517745936359953
183,1998-10-24,,,,,,,,11.0,26915.887850467287,9.035491872719906e-05,0.09035491872719906
184,1998-10-25,,,,,,,,13.0,31809.68564146134,0.00010678308576850799,0.106783085768508
185,1998-10-26,,,,,,,,10.0,24468.98895497026,8.21408352065446e-05,0.0821408352065446
186,1998-10-27,,,,,,,,8.7,21288.020390824124,7.14625266296938e-05,0.0714625266296938
187,1998-10-28,,,,,,,,9.0,22022.090059473234,7.392675168589014e-05,0.07392675168589014
188,1998-10-29,,,,,,,,10.0,24468.98895497026,8.21408352065446e-05,0.0821408352065446
189,1998-10-30,,,,,,,,8.0,19575.19116397621,6.571266816523569e-05,0.06571266816523569
190,1998-10-31,,,,,,,,8.4,20553.95072217502,6.899830157349748e-05,0.06899830157349747
191,1998-11-01,,,,,,,,9.4,23000.849617672047,7.721238509415194e-05,0.07721238509415194
192,1998-11-02,,,,,,,,9.2,22511.469838572637,7.556956839002102e-05,0.07556956839002102
193,1998-11-03,,,,,,,,9.2,22511.469838572637,7.556956839002102e-05,0.07556956839002102
194,1998-11-04,,,,,,,,9.9,24224.29906542056,8.131942685447917e-05,0.08131942685447917
195,1998-11-05,,,,,,,,11.0,26915.887850467287,9.035491872719906e-05,0.09035491872719906
196,1998-11-06,,,,,,,,12.0,29362.786745964313,9.856900224785353e-05,0.09856900224785353
197,1998-11-07,,,,,,,,28.0,68513.16907391674,0.00022999433857832493,0.22999433857832494
198,1998-11-08,,,,,,,,36.0,88088.36023789294,0.00029570700674356055,0.29570700674356054
199,1998-11-09,,,,,,,,24.0,58725.573491928626,0.00019713800449570705,0.19713800449570706
200,1998-11-10,,,,,,,,21.0,51384.87680543755,0.00017249575393374366,0.17249575393374367
201,1998-11-11,,,,,,,,21.0,51384.87680543755,0.00017249575393374366,0.17249575393374367
202,1998-11-12,,,,,,,,19.0,46491.079014443494,0.00015606758689243474,0.15606758689243475
203,1998-11-13,,,,,,,,17.0,41597.28122344945,0.00013963941985112584,0.13963941985112585
204,1998-11-14,,,,,,,,17.0,41597.28122344945,0.00013963941985112584,0.13963941985112585
205,1998-11-15,,,,,,,,17.0,41597.28122344945,0.00013963941985112584,0.13963941985112585
206,1998-11-16,,,,,,,,17.0,41597.28122344945,0.00013963941985112584,0.13963941985112585
207,1998-11-17,,,,,,,,20.0,48937.97790994052,0.0001642816704130892,0.1642816704130892
208,1998-11-18,,,,,,,,20.0,48937.97790994052,0.0001642816704130892,0.1642816704130892
209,1998-11-19,,,,,,,,19.0,46491.079014443494,0.00015606758689243474,0.15606758689243475
210,1998-11-20,,,,,,,,18.0,44044.18011894647,0.00014785350337178028,0.14785350337178027
211,1998-11-21,,,,,,,,19.0,46491.079014443494,0.00015606758689243474,0.15606758689243475
212,1998-11-22,,,,,,,,29.0,70960.06796941377,0.0002382084220989794,0.23820842209897938
213,1998-11-23,,,,,,,,1390.0,3401189.4647408663,0.0114175760937097,11.4175760937097
214,1998-11-24,,,,,,,,520.0,1272387.4256584537,0.00427132343074032,4.27132343074032
215,1998-11-25,,,,,,,,169.0,413525.9133389974,0.0013881801149906038,1.3881801149906037
216,1998-11-26,,,,,,,,125.0,305862.3619371283,0.0010267604400818076,1.0267604400818076
217,1998-11-27,,,,,,,,145.0,354800.33984706877,0.0011910421104948967,1.1910421104948967
218,1998-11-28,,,,,,,,101.0,247136.78844519964,0.0008296224355861005,0.8296224355861005
219,1998-11-29,,,,,,,,209.0,511401.86915887846,0.0017167434558167823,1.7167434558167822
220,1998-11-30,,,,,,,,2570.0,6288530.161427357,0.021110194648081965,21.110194648081965
221,1998-12-01,,,,,,,,946.0,2314766.355140187,0.0077705230105391205,7.7705230105391205
222,1998-12-02,,,,,,,,538.0,1316431.6057774,0.0044191769341121,4.4191769341121
223,1998-12-03,,,,,,,,1360.0,3327782.4978759554,0.011171153588090066,11.171153588090066
224,1998-12-04,,,,,,,,544.0,1331112.9991503824,0.004468461435236027,4.468461435236027
225,1998-12-05,,,,,,,,333.0,814817.3322005097,0.0027352898123779354,2.7352898123779354
226,1998-12-06,,,,,,,,355.0,868649.1079014443,0.0029159996498323336,2.9159996498323335
227,1998-12-07,,,,,,,,233.0,570127.4426508071,0.0019138814603124894,1.9138814603124894
228,1998-12-08,,,,,,,,205.0,501614.27357689035,0.0016838871217341644,1.6838871217341644
229,1998-12-09,,,,,,,,172.0,420866.6100254885,0.0014128223655525672,1.4128223655525671
230,1998-12-10,,,,,,,,145.0,354800.33984706877,0.0011910421104948967,1.1910421104948967
231,1998-12-11,,,,,,,,127.0,310756.15972812235,0.0010431886071231166,1.0431886071231165
232,1998-12-12,,,,,,,,116.0,283840.27187765506,0.0009528336883959176,0.9528336883959175
233,1998-12-13,,,,,,,,110.0,269158.8785046729,0.0009035491872719908,0.9035491872719907
234,1998-12-14,,,,,,,,120.0,293627.86745964317,0.0009856900224785353,0.9856900224785353
235,1998-12-15,,,,,,,,103.0,252030.5862361937,0.0008460506026274094,0.8460506026274095
236,1998-12-16,,,,,,,,95.0,232455.39507221748,0.0007803379344621737,0.7803379344621737
237,1998-12-17,,,,,,,,89.0,217774.00169923532,0.000731053433338247,0.731053433338247
238,1998-12-18,,,,,,,,84.0,205539.5072217502,0.0006899830157349747,0.6899830157349747
239,1998-12-19,,,,,,,,79.0,193305.01274426506,0.0006489125981317023,0.6489125981317023
240,1998-12-20,,,,,,,,75.0,183517.41716227695,0.0006160562640490845,0.6160562640490845
241,1998-12-21,,,,,,,,71.0,173729.82158028884,0.0005831999299664666,0.5831999299664666
242,1998-12-22,,,,,,,,67.0,163942.22599830077,0.0005503435958838489,0.5503435958838488
243,1998-12-23,,,,,,,,65.0,159048.42820730672,0.00053391542884254,0.53391542884254
244,1998-12-24,,,,,,,,63.0,154154.63041631266,0.000517487261801231,0.5174872618012311
245,1998-12-25,,,,,,,,60.0,146813.93372982158,0.0004928450112392677,0.49284501123926766
246,1998-12-26,,,,,,,,59.0,144367.03483432456,0.00048463092771861325,0.48463092771861327
247,1998-12-27,,,,,,,,58.0,141920.13593882753,0.0004764168441979588,0.47641684419795877
248,1998-12-28,,,,,,,,56.0,137026.33814783348,0.00045998867715664986,0.45998867715664987
249,1998-12-29,,,,,,,,54.0,132132.54035683942,0.00044356051011534093,0.4435605101153409
250,1998-12-30,,,,,,,,53.0,129685.64146134238,0.0004353464265946864,0.4353464265946864
251,1998-12-31,,,,,,,,51.0,124791.84367034833,0.0004189182595533775,0.41891825955337747
252,1999-01-01,,,,,,,,50.0,122344.9447748513,0.00041070417603272303,0.410704176032723
253,1999-01-02,,,,,,,,47.0,115004.24808836023,0.00038606192547075964,0.3860619254707596
254,1999-01-03,,,,,,,,46.0,112557.3491928632,0.0003778478419501052,0.3778478419501052
255,1999-01-04,,,,,,,,45.0,110110.45029736617,0.0003696337584294507,0.36963375842945073
256,1999-01-05,,,,,,,,44.0,107663.55140186915,0.00036141967490879625,0.36141967490879623
257,1999-01-06,,,,,,,,43.0,105216.65250637212,0.0003532055913881418,0.3532055913881418
258,1999-01-07,,,,,,,,42.0,102769.7536108751,0.0003449915078674873,0.34499150786748733
259,1999-01-08,,,,,,,,41.0,100322.85471537807,0.00033677742434683286,0.3367774243468329
260,1999-01-09,,,,,,,,40.0,97875.95581988104,0.0003285633408261784,0.3285633408261784
261,1999-01-10,,,,,,,,39.0,95429.05692438401,0.00032034925730552394,0.32034925730552394
262,1999-01-11,,,,,,,,39.0,95429.05692438401,0.00032034925730552394,0.32034925730552394
263,1999-01-12,,,,,,,,38.0,92982.15802888699,0.0003121351737848695,0.3121351737848695
264,1999-01-13,,,,,,,,37.0,90535.25913338996,0.000303921090264215,0.303921090264215
265,1999-01-14,,,,,,,,37.0,90535.25913338996,0.000303921090264215,0.303921090264215
266,1999-01-15,,,,,,,,37.0,90535.25913338996,0.000303921090264215,0.303921090264215
267,1999-01-16,,,,,,,,44.0,107663.55140186915,0.00036141967490879625,0.36141967490879623
268,1999-01-17,,,,,,,,46.0,112557.3491928632,0.0003778478419501052,0.3778478419501052
269,1999-01-18,,,,,,,,516.0,1262599.8300764656,0.004238467096657702,4.238467096657702
270,1999-01-19,,,,,,,,856.0,2094545.4545454544,0.007031255493680218,7.031255493680218
271,1999-01-20,,,,,,,,1470.0,3596941.3763806284,0.012074702775362057,12.074702775362057
272,1999-01-21,,,,,,,,738.0,1805811.3848768054,0.006061993638242992,6.061993638242992
273,1999-01-22,,,,,,,,557.0,1362922.6847918436,0.004575244521004535,4.575244521004534
274,1999-01-23,,,,,,,,1490.0,3645879.354290569,0.012238984445775147,12.238984445775147
275,1999-01-24,,,,,,,,624.0,1526864.9107901442,0.005125588116888383,5.125588116888383
276,1999-01-25,,,,,,,,415.0,1015463.0416312659,0.0034088446610716014,3.4088446610716012
277,1999-01-26,,,,,,,,319.0,780560.7476635514,0.002620292643088773,2.620292643088773
278,1999-01-27,,,,,,,,253.0,619065.4205607476,0.002078163130725579,2.078163130725579
279,1999-01-28,,,,,,,,208.0,508954.97026338143,0.0017085293722961278,1.708529372296128
280,1999-01-29,,,,,,,,181.0,442888.7000849617,0.0014867491172384573,1.4867491172384573
281,1999-01-30,,,,,,,,164.0,401291.41886151227,0.0013471096973873315,1.3471096973873316
282,1999-01-31,,,,,,,,464.0,1135361.0875106202,0.0038113347535836703,3.81133475358367
283,1999-02-01,,,,,,,,282.0,690025.4885301613,0.0023163715528245576,2.3163715528245574
284,1999-02-02,,,,,,,,215.0,526083.2625318606,0.001766027956940709,1.7660279569407091
285,1999-02-03,,,,,,,,188.0,460016.9923534409,0.0015442477018830386,1.5442477018830385
286,1999-02-04,,,,,,,,170.0,415972.8122344944,0.0013963941985112582,1.3963941985112582
287,1999-02-05,,,,,,,,154.0,376822.429906542,0.0012649688621807868,1.2649688621807869
288,1999-02-06,,,,,,,,1710.0,4184197.111299915,0.014046082820319128,14.046082820319128
289,1999-02-07,,,,,,,,4110.0,10056754.460492777,0.03375988326988983,33.75988326988983
290,1999-02-08,,,,,,,,1930.0,4722514.86830926,0.01585318119486311,15.85318119486311
291,1999-02-09,,,,,,,,6780.0,16589974.511469837,0.05569148627003725,55.691486270037245
292,1999-02-10,,,,,,,,1660.0,4061852.1665250636,0.013635378644286406,13.635378644286405
293,1999-02-11,,,,,,,,1000.0,2446898.8954970264,0.008214083520654461,8.21408352065446
